id,original_product_id,indian_product_id,match_score,reason,price_comparison,quality_comparison
8c9d52f5-d286-41e6-8a04-152a66ceee65,f9dcf434-dd9e-41d8-b69d-38bdae88212f,f3b69016-2bb4-4f63-8e77-77baba25590b,75,"Similar category (Beverage Mix), comparable features; trusted Indian brand Patanjali.",more_expensive,similar
1904c5fd-df89-42d2-a61b-080b329abce8,f9dcf434-dd9e-41d8-b69d-38bdae88212f,2015da9e-1a5b-4278-8b34-f2a92fa5d5fb,83,"Similar category (Beverage Mix), comparable features; trusted Indian brand Patanjali.",more_expensive,better
949002c8-a23d-475e-8f7f-b072c897c980,723a37f0-2b0d-4349-8f52-32a0580bd4b6,814abd2c-ac26-4323-b0d0-22714317d5ce,89,"Similar category (Cosmetics), comparable features; trusted Indian brand Patanjali.",more_expensive,similar
7fe7d92f-202b-492b-9836-6a1c55d7be74,723a37f0-2b0d-4349-8f52-32a0580bd4b6,0436232e-3898-4919-9c2e-740df5824f0f,95,"Similar category (Cosmetics), comparable features; trusted Indian brand Parle.",cheaper,good
31b02052-6f70-46d3-9759-e79002585f80,723a37f0-2b0d-4349-8f52-32a0580bd4b6,0c4ee083-fe00-46e9-9ca6-db8f5ec4f9fc,75,"Similar category (Cosmetics), comparable features; trusted Indian brand Godrej.",more_expensive,similar
4378eb5a-8267-42a1-a4ee-dd3b7b00881a,7c9d5502-0c78-4ae0-bd3d-22b5c85e8a40,d843b53a-944a-4ebc-a50c-0b9d8fd81b1f,71,"Similar category (Electronics), comparable features; trusted Indian brand Haldiram.",more_expensive,good
b02ac59f-a5b5-4a43-9ace-fa794bc4b814,7c9d5502-0c78-4ae0-bd3d-22b5c85e8a40,d4681e2f-25e4-45e5-9d74-b8838501db18,67,"Similar category (Electronics), comparable features; trusted Indian brand Godrej.",more_expensive,better
be543486-07ee-4d93-bf66-85bbde6c64af,7c9d5502-0c78-4ae0-bd3d-22b5c85e8a40,025f7eb4-d9df-47fd-8585-1ec438e003ee,58,"Similar category (Electronics), comparable features; trusted Indian brand Dabur.",more_expensive,good
617473af-2bc1-4fcb-9c79-df012743e98e,02fc2db5-4290-474b-b197-fc81c338a4b6,c0247721-f9c5-4272-a068-c923ebb8f64b,74,"Similar category (Stationery), comparable features; trusted Indian brand Godrej.",more_expensive,good
706877d3-489b-4454-aff7-087c64a9eeca,02fc2db5-4290-474b-b197-fc81c338a4b6,5c7ecf7b-b43e-4407-816c-2da806cf480b,59,"Similar category (Stationery), comparable features; trusted Indian brand Godrej.",more_expensive,similar
4e47c40d-eb96-49e1-aaad-75d9839c6c11,02fc2db5-4290-474b-b197-fc81c338a4b6,191aaac9-60db-4722-b196-8bdbbf7c7df6,79,"Similar category (Stationery), comparable features; trusted Indian brand ID Fresh.",more_expensive,good
2febbf29-fe39-4d98-aa26-45bf42817094,e3445eba-5472-4756-89fd-0260e57b32d1,8a24a3fc-536b-427b-96e5-7b2c6b018b6e,73,"Similar category (Mobile Phones), comparable features; trusted Indian brand MTR Foods.",similar,similar
14f11113-b9bd-47f1-ad01-552178294172,e3445eba-5472-4756-89fd-0260e57b32d1,39d26198-dd5c-4651-a75c-2d679b71db2d,76,"Similar category (Mobile Phones), comparable features; trusted Indian brand Patanjali.",cheaper,similar
6ab6fc2a-27ad-468b-bfb5-dd09b5714420,e3445eba-5472-4756-89fd-0260e57b32d1,de020884-89d3-4cb1-8547-c0eb9a33b79b,69,"Similar category (Mobile Phones), comparable features; trusted Indian brand Micromax.",cheaper,similar
3cd2a0ab-73cb-40bf-844f-d05c3bb7863d,fbf202e3-02a1-4613-8623-bebfce162f67,39d26198-dd5c-4651-a75c-2d679b71db2d,54,"Similar category (Mobile Phones), comparable features; trusted Indian brand Patanjali.",cheaper,better
8c9c3048-d405-4783-baf6-7b608312b56d,fbf202e3-02a1-4613-8623-bebfce162f67,259c0f42-c8c2-4823-bdd5-242494072f77,68,"Similar category (Mobile Phones), comparable features; trusted Indian brand Nyle.",cheaper,similar
f36748f7-13d4-463d-910a-dc79f6bddf96,fbf202e3-02a1-4613-8623-bebfce162f67,de020884-89d3-4cb1-8547-c0eb9a33b79b,60,"Similar category (Mobile Phones), comparable features; trusted Indian brand Micromax.",more_expensive,better
93415de6-9152-4b61-bb86-7f344bbc5eb9,b88153cf-f22a-4cbe-b9ff-c5ed3b841a25,99720265-ea41-4b94-8f98-63d53c9947e8,84,"Similar category (Mobile Phones), comparable features; trusted Indian brand Khadims.",cheaper,good
b3f42fbc-2de7-41d7-92d0-3f0889cb2b2d,b88153cf-f22a-4cbe-b9ff-c5ed3b841a25,c0bcb1af-425a-4173-b7ec-64b828b992d0,74,"Similar category (Mobile Phones), comparable features; trusted Indian brand ID Fresh.",more_expensive,better
f7a20782-340b-42e5-9d36-e90fc15c82c7,b88153cf-f22a-4cbe-b9ff-c5ed3b841a25,f283816f-711d-4475-8b21-1e04d2358962,61,"Similar category (Mobile Phones), comparable features; trusted Indian brand Britannia.",more_expensive,better
7b8b5f19-0139-4c1b-a160-5e977921e951,ef359c4d-cf64-46f4-be8a-bdfb685c0d02,b0ff2680-5f16-4439-b81e-af6f2575cac5,67,"Similar category (Fashion), comparable features; trusted Indian brand Emami.",cheaper,good
09870dae-ad1f-4810-b105-e0f8162864d3,ef359c4d-cf64-46f4-be8a-bdfb685c0d02,7eb6279b-e6ce-4d35-a4ce-edfced734610,83,"Similar category (Fashion), comparable features; trusted Indian brand MTR Foods.",cheaper,better
dced652a-1c94-4e71-b2d6-a456844fb002,ef359c4d-cf64-46f4-be8a-bdfb685c0d02,999ee455-15c2-4e18-a4ff-524c2a61f3cf,98,"Similar category (Fashion), comparable features; trusted Indian brand Micromax.",cheaper,good
97ba1226-309c-4889-8c62-bbc40bae3e4a,d6e0e3e5-bd8e-488b-9a1c-a1ac14ae622a,1b8363d0-d74d-4521-ba8a-606362547856,53,"Similar category (Food), comparable features; trusted Indian brand Amul.",cheaper,good
7ecd60cb-aa8a-44e1-a249-fcb753a098b6,d6e0e3e5-bd8e-488b-9a1c-a1ac14ae622a,7214ac49-6d3c-4e1d-92cd-f96eb0aeec9e,68,"Similar category (Food), comparable features; trusted Indian brand Tata.",more_expensive,good
bad2b99c-54b0-4c1f-b048-84b2b2de007c,d6e0e3e5-bd8e-488b-9a1c-a1ac14ae622a,07543fda-2dbd-457b-8a68-8c641231e0ee,73,"Similar category (Food), comparable features; trusted Indian brand Vikram.",cheaper,better
946759a4-8513-40b1-b9d2-836c6ef721c1,bbe9e000-87b7-4c5c-9715-943fe2507b8d,55ff1db9-3fcf-4b02-8dd6-2cb95a948015,90,"Similar category (Snacks), comparable features; trusted Indian brand Dabur.",more_expensive,similar
11194b12-4826-4f5f-9fbf-50827f26caae,bbe9e000-87b7-4c5c-9715-943fe2507b8d,fe161268-bc23-4417-8282-ea576801ad74,73,"Similar category (Snacks), comparable features; trusted Indian brand Nyle.",more_expensive,similar
2b38b715-5069-4638-8d97-d82cec7a34c7,bbe9e000-87b7-4c5c-9715-943fe2507b8d,0b812156-cd38-4edc-98cd-6f23ddf1903d,77,"Similar category (Snacks), comparable features; trusted Indian brand Vikram.",more_expensive,good
d9ae98e7-cbc1-4b64-917c-4887cb7688e7,848d5a30-3c49-4ff5-a721-5d5ad6f297c5,a3fc8ee5-d936-4003-b409-ac14a86404a0,87,"Similar category (Health & Supplements), comparable features; trusted Indian brand Micromax.",more_expensive,good
7fb821b2-80ff-4bcc-a9ab-4d6af373a06b,848d5a30-3c49-4ff5-a721-5d5ad6f297c5,b8f67bae-7e52-45f4-94ed-9d5284191ffa,87,"Similar category (Health & Supplements), comparable features; trusted Indian brand Haldiram.",more_expensive,good
74a7c00c-0ab0-43fa-a806-aae78711e1f0,848d5a30-3c49-4ff5-a721-5d5ad6f297c5,1430bdeb-4b61-4eaf-b5ab-3a20cfcb3a9e,68,"Similar category (Health & Supplements), comparable features; trusted Indian brand MTR Foods.",more_expensive,similar
dc72cfd0-0c8d-46ed-93d8-a79b32b5d0a9,d44afe79-e8a5-4529-86ae-b2fa91013b07,8eb36fa8-e660-4ff9-ad07-f8fe80f6009e,98,"Similar category (Pets), comparable features; trusted Indian brand Emami.",cheaper,similar
48f700fb-ee78-4211-8c1a-eb02c6f4957d,d44afe79-e8a5-4529-86ae-b2fa91013b07,249e8554-6796-4baf-8a59-45c6365eb4a5,90,"Similar category (Pets), comparable features; trusted Indian brand Parle.",similar,good
2e21c8ba-d971-4b08-833b-d5e3b0c212bb,d44afe79-e8a5-4529-86ae-b2fa91013b07,9bfac02f-3cd9-4c81-b8b6-1c83f3c4f516,96,"Similar category (Pets), comparable features; trusted Indian brand Amul.",more_expensive,good
939d6dee-49b2-400f-bd56-eba514569851,84257f59-026f-4663-a3bf-42cf1a504845,b87e12ec-4cfb-46b6-90da-504474170a35,71,"Similar category (Personal Care), comparable features; trusted Indian brand Vikram.",more_expensive,similar
4061d273-e7e0-4504-aec1-a1b4e18b854c,84257f59-026f-4663-a3bf-42cf1a504845,f78464b8-001c-4072-8a9c-a9004c3738a7,75,"Similar category (Personal Care), comparable features; trusted Indian brand Himalaya.",more_expensive,similar
c4906c0f-cd5d-4b12-879f-8a9ef75f2be8,84257f59-026f-4663-a3bf-42cf1a504845,c2a19447-a329-440c-b8b8-5ebf10c04a0c,68,"Similar category (Personal Care), comparable features; trusted Indian brand Patanjali.",more_expensive,better
0d25c2a4-18b8-47c4-aa4c-09daa16ed5f2,0a0efd79-c10b-4e3c-bc60-21451990721d,9a500421-0eee-4833-ae6d-b66b20ad312e,77,"Similar category (Cosmetics), comparable features; trusted Indian brand Vikram.",cheaper,similar
ce708d96-116c-4d40-963e-3dc912167e5c,0a0efd79-c10b-4e3c-bc60-21451990721d,2e7d604f-440e-4f83-9328-56ad827354ae,84,"Similar category (Cosmetics), comparable features; trusted Indian brand Tata.",cheaper,similar
c367bab3-bb44-43be-a361-5340ddea405f,0a0efd79-c10b-4e3c-bc60-21451990721d,1c496635-9a9a-44e8-90f1-a3668e4b2173,75,"Similar category (Cosmetics), comparable features; trusted Indian brand Bajaj.",cheaper,better
525c1a75-8682-4848-bf85-3451660406b5,e29c5294-15a3-467c-b576-cb82abce64cf,fe2a8cf4-2b37-4f31-a6fb-5f1f2e5b99a0,87,"Similar category (Beverage Mix), comparable features; trusted Indian brand Parle.",cheaper,similar
a6d63782-9c2e-42fe-89c5-e0697e3645c3,e29c5294-15a3-467c-b576-cb82abce64cf,db4a702a-cf34-4ee1-8d9e-1fdd07a5e94f,62,"Similar category (Beverage Mix), comparable features; trusted Indian brand Bajaj.",cheaper,good
55285b71-a872-41c6-a135-88ac76c9011f,e29c5294-15a3-467c-b576-cb82abce64cf,19e02ec3-14c2-43e4-8822-1fc5b068b046,87,"Similar category (Beverage Mix), comparable features; trusted Indian brand Haldiram.",cheaper,good
368f961e-eb8d-449f-890c-225055fe83cf,914a351c-8005-4659-8b53-75e98d273ca2,4f71fcc8-1fe3-47e4-82b6-25c7e36b2430,71,"Similar category (Footwear), comparable features; trusted Indian brand Amul.",cheaper,similar
4541ef4c-c668-4b4e-9d37-008ce4551d1e,914a351c-8005-4659-8b53-75e98d273ca2,55db4fee-3d11-4a6d-8382-921dc5199ab0,81,"Similar category (Footwear), comparable features; trusted Indian brand Emami.",cheaper,better
77c1a642-a39b-40b9-ae41-22eeab62c04f,914a351c-8005-4659-8b53-75e98d273ca2,4c920068-fb74-4526-834a-5df256be2b68,74,"Similar category (Footwear), comparable features; trusted Indian brand Himalaya.",cheaper,good
d3187bd7-79b3-401f-94b3-94d72f055c81,6cd1d592-2b64-454e-9d0e-d5a61bdfb74e,0eb51cfa-e710-446b-a3cf-2ebbb7e32958,65,"Similar category (Beverage Mix), comparable features; trusted Indian brand MDH.",cheaper,better
eb350fcf-17f2-4cf4-af02-1e444d25f318,6cd1d592-2b64-454e-9d0e-d5a61bdfb74e,ec5ed268-8e68-4e85-874e-68604b9cd5e4,76,"Similar category (Beverage Mix), comparable features; trusted Indian brand Godrej.",cheaper,good
e743cc42-fd0d-41de-963a-b79303cba17d,6cd1d592-2b64-454e-9d0e-d5a61bdfb74e,42bcd678-01c6-429e-aeaa-d4139cbc67e3,67,"Similar category (Beverage Mix), comparable features; trusted Indian brand Britannia.",cheaper,good
d053416e-657a-41ab-9dd4-065eb70cb321,8d2f93e0-48eb-49ac-b8cc-7bf264e3f442,2e7d604f-440e-4f83-9328-56ad827354ae,81,"Similar category (Cosmetics), comparable features; trusted Indian brand Tata.",cheaper,good
dd81528e-c576-4a49-9e26-01daab9c3cba,8d2f93e0-48eb-49ac-b8cc-7bf264e3f442,8d5f7eba-ca7b-43ae-b419-bd3a418f5772,79,"Similar category (Cosmetics), comparable features; trusted Indian brand Nyle.",cheaper,similar
d9935fbb-f0fa-4120-b8b3-13d21fa7806d,8d2f93e0-48eb-49ac-b8cc-7bf264e3f442,414e840f-c34d-4445-bb72-09329eee67c6,84,"Similar category (Cosmetics), comparable features; trusted Indian brand Khadims.",cheaper,similar
96aee9c4-636b-42dd-a5c3-56b99872d93b,5468cd7d-e29f-4e60-9d8f-30acb4053ea8,ef5610e6-1909-4fef-a09c-cd90d6faaad4,75,"Similar category (Tea & Coffee), comparable features; trusted Indian brand Khadims.",cheaper,good
2de01b63-0a08-495d-a79a-954967abf52d,5468cd7d-e29f-4e60-9d8f-30acb4053ea8,b0fabe4a-8991-4f7b-a09d-2d640195206b,67,"Similar category (Tea & Coffee), comparable features; trusted Indian brand Bajaj.",cheaper,similar
680dd23b-1ae7-4d34-b292-c7f1dc5e2c0d,5468cd7d-e29f-4e60-9d8f-30acb4053ea8,871237ac-6966-497c-95b8-cde58c570f3a,77,"Similar category (Tea & Coffee), comparable features; trusted Indian brand Bourbon India.",cheaper,good
3972f495-0eee-4288-aa95-0adbecd0aff5,ec1f1e93-fb9a-43b7-95ba-7561bbed07ef,ec5ed268-8e68-4e85-874e-68604b9cd5e4,83,"Similar category (Beverage Mix), comparable features; trusted Indian brand Godrej.",cheaper,similar
6d104125-dee6-4ea0-87f4-6238cfdcc5bd,ec1f1e93-fb9a-43b7-95ba-7561bbed07ef,2a63b09f-39fa-4d34-b6ce-5dd3dbbaa8a6,82,"Similar category (Beverage Mix), comparable features; trusted Indian brand Khadims.",similar,good
a3381e10-7862-4ba0-a9ea-59371517b149,ec1f1e93-fb9a-43b7-95ba-7561bbed07ef,f9218ed5-be59-4a86-84fb-ec97a25e63c6,90,"Similar category (Beverage Mix), comparable features; trusted Indian brand Vikram.",cheaper,similar
2ede61db-cd87-4d2e-b5e6-bbb1d0d782a5,7475d000-ba6f-4141-8700-d05378a2b87e,4b5516a3-ad6b-4688-9058-4b35f0cf81db,70,"Similar category (Baby Care), comparable features; trusted Indian brand Emami.",cheaper,similar
016915c0-0cb0-4eb7-aeb3-947fdacb0ffc,7475d000-ba6f-4141-8700-d05378a2b87e,a71ae6d2-dee5-499b-aad0-75a06a73531c,63,"Similar category (Baby Care), comparable features; trusted Indian brand Vikram.",more_expensive,good
6c5c8bab-a891-4b2f-8edc-987f386cd0e8,7475d000-ba6f-4141-8700-d05378a2b87e,3a0d245b-dca8-48b4-9e90-1939a684dc4b,69,"Similar category (Baby Care), comparable features; trusted Indian brand Godrej.",more_expensive,good
535dd87f-7f9f-4979-8f7c-b0cfa0e83893,5950bffc-d09a-47cf-82ca-9df97e3ef4fb,737a69bb-b285-4d70-b428-61c13a719cb2,82,"Similar category (Food), comparable features; trusted Indian brand MTR Foods.",more_expensive,good
35b65d74-a044-418a-81be-6efd94904d05,5950bffc-d09a-47cf-82ca-9df97e3ef4fb,9b292365-d85e-4911-a148-857ebb29ebe1,85,"Similar category (Food), comparable features; trusted Indian brand Himalaya.",more_expensive,better
764f4f16-e4d0-4bfd-9d87-9de7919bd0ed,5950bffc-d09a-47cf-82ca-9df97e3ef4fb,6493b847-5ed3-4e5c-81cb-2b140fcfbdc9,72,"Similar category (Food), comparable features; trusted Indian brand Parle.",similar,better
42ad6cb7-ef9b-4a15-bdcd-bd1fb78b61ba,79a7dc52-3b4a-4938-a789-08b47f487632,04cfce29-a0b9-4839-a19a-2c62ffebed95,66,"Similar category (Household), comparable features; trusted Indian brand Khadims.",similar,better
a75e330a-829c-4daf-9e70-6f3d45e9052a,79a7dc52-3b4a-4938-a789-08b47f487632,0dd4ad32-bb24-4f28-9115-a5bd4c5ac419,70,"Similar category (Household), comparable features; trusted Indian brand Patanjali.",similar,good
81b02e94-21cb-418d-89a0-e062a7c25cce,79a7dc52-3b4a-4938-a789-08b47f487632,47f4801e-1f7b-45eb-92c3-635573e9df59,91,"Similar category (Household), comparable features; trusted Indian brand Tata.",more_expensive,good
074eeb39-bce7-4cad-99c7-14bcdc02e716,d575b7c9-b5f5-41e8-bf56-0a41abc2a348,4e54c500-f441-4cb3-aa13-2ded5d8abf06,62,"Similar category (Cleaning), comparable features; trusted Indian brand Bajaj.",similar,similar
3837a9ab-ca37-4b74-941b-e4452b8cd98b,d575b7c9-b5f5-41e8-bf56-0a41abc2a348,ce40284c-a43a-40ca-b19b-70f7f79446fc,93,"Similar category (Cleaning), comparable features; trusted Indian brand MTR Foods.",cheaper,good
f4d84658-d024-4939-b708-3d9c9ef2f53e,d575b7c9-b5f5-41e8-bf56-0a41abc2a348,dd0124ba-9d0a-4332-ab7c-7606fa1a668b,75,"Similar category (Cleaning), comparable features; trusted Indian brand Nyle.",more_expensive,good
066cde1e-eaf6-4011-97da-aef61b9f33c5,e836d069-75c7-4229-8ab4-8960ac75a5ce,fff683e7-50b9-46c8-a521-94b7f61feb75,71,"Similar category (Kitchen), comparable features; trusted Indian brand Patanjali.",cheaper,better
a75203e3-e1a5-4fe0-9969-be06ab95c320,e836d069-75c7-4229-8ab4-8960ac75a5ce,f3c19f31-4fad-46e5-9e4c-5e99e882cec0,98,"Similar category (Kitchen), comparable features; trusted Indian brand Godrej.",more_expensive,better
92518485-0318-4015-8bf9-05dfa125862a,e836d069-75c7-4229-8ab4-8960ac75a5ce,6bd0f21a-d945-4d0e-aa12-82de49966475,59,"Similar category (Kitchen), comparable features; trusted Indian brand Micromax.",cheaper,similar
7a6c96c2-af64-4be7-9b83-41ce22fb25cf,b94bc742-4c74-438a-bf5c-694dca5855c6,2a63b09f-39fa-4d34-b6ce-5dd3dbbaa8a6,64,"Similar category (Beverage Mix), comparable features; trusted Indian brand Khadims.",more_expensive,better
dd46f56a-e2e0-46dd-9b3a-c2a23357b0b9,b94bc742-4c74-438a-bf5c-694dca5855c6,665bc6d3-fa73-4c34-94d7-c37ae4abeff9,74,"Similar category (Beverage Mix), comparable features; trusted Indian brand Patanjali.",more_expensive,better
06e83f51-a352-4aaa-8e0a-56fd03ae1a06,b94bc742-4c74-438a-bf5c-694dca5855c6,88c86a9b-0ee4-480f-968f-7b050208e025,60,"Similar category (Beverage Mix), comparable features; trusted Indian brand Nyle.",more_expensive,good
51068f7c-d05c-4306-a4c9-053404696340,f3e6db2d-7b36-4b49-958f-292273df48ef,2043a655-c2d2-47ff-8713-9df75360f45f,50,"Similar category (Bakery), comparable features; trusted Indian brand MDH.",cheaper,better
b597f5ed-4239-4c38-ad05-19e5a8ef6700,f3e6db2d-7b36-4b49-958f-292273df48ef,36e064ae-6621-46c3-878f-6c7f8634821b,65,"Similar category (Bakery), comparable features; trusted Indian brand Nyle.",cheaper,better
358f217f-118d-42f8-ba92-ebf0fd05bf66,f3e6db2d-7b36-4b49-958f-292273df48ef,ac73c5eb-0688-4231-93c7-3e87e199c5bf,86,"Similar category (Bakery), comparable features; trusted Indian brand Bajaj.",cheaper,better
1d74b8a8-4cbe-476a-aca8-0adeec03640c,2f5ed34c-3b67-4f20-9625-fbdb5c59c7d1,19e02ec3-14c2-43e4-8822-1fc5b068b046,66,"Similar category (Beverage Mix), comparable features; trusted Indian brand Haldiram.",more_expensive,similar
62ec6f9c-cf0c-46a2-8f3c-8ab1de4050de,2f5ed34c-3b67-4f20-9625-fbdb5c59c7d1,ec5ed268-8e68-4e85-874e-68604b9cd5e4,76,"Similar category (Beverage Mix), comparable features; trusted Indian brand Godrej.",cheaper,good
e6032160-013f-444a-9df0-eece96a0a5f0,2f5ed34c-3b67-4f20-9625-fbdb5c59c7d1,f9218ed5-be59-4a86-84fb-ec97a25e63c6,74,"Similar category (Beverage Mix), comparable features; trusted Indian brand Vikram.",similar,similar
db9e4f77-0d00-4347-8390-7b7592eb7a02,a488d01c-cb36-47cf-90c4-0f47d3b388d5,173bf8d0-46d5-417a-8265-dd04f42a06a0,80,"Similar category (Personal Care), comparable features; trusted Indian brand Micromax.",cheaper,better
24cdcfe6-6e25-441d-9701-61c962e1dafd,a488d01c-cb36-47cf-90c4-0f47d3b388d5,36564573-0df4-4d01-8040-4a61fdccab22,77,"Similar category (Personal Care), comparable features; trusted Indian brand Bajaj.",similar,better
153d3ac7-afc8-4b95-8362-d9c8ecd3d251,a488d01c-cb36-47cf-90c4-0f47d3b388d5,bafd2a69-f296-47a9-8531-ffd6e86f2f44,80,"Similar category (Personal Care), comparable features; trusted Indian brand Bajaj.",cheaper,good
14d1a1f3-98bf-461b-88f3-8d084923064c,890b854e-6aea-4490-9850-3b7670514d48,b42d9bda-0343-4084-9034-d42ed615eb78,78,"Similar category (Home Decor), comparable features; trusted Indian brand Nyle.",more_expensive,similar
1fefd35f-57b8-43f3-a469-a76c085be02c,890b854e-6aea-4490-9850-3b7670514d48,6c7a97fe-e150-4760-8972-b1e6288b7a8e,79,"Similar category (Home Decor), comparable features; trusted Indian brand Dabur.",cheaper,similar
1fa76896-cf73-483d-b78d-a5d7ffe13319,890b854e-6aea-4490-9850-3b7670514d48,3a83537d-f1e0-4a9a-9d46-49f621f025e5,76,"Similar category (Home Decor), comparable features; trusted Indian brand Parle.",cheaper,similar
7b271941-fa1f-4199-be62-695ffb579d48,a9116c17-3812-42f6-ae6e-e88cc9dd2ef2,f9cba4f7-744e-4422-926d-c37ea591e41d,81,"Similar category (Household), comparable features; trusted Indian brand Amul.",more_expensive,better
381f7e66-03c8-4daa-9070-3de637a251ff,a9116c17-3812-42f6-ae6e-e88cc9dd2ef2,dac90dea-258e-4a5f-9872-8db477c10474,64,"Similar category (Household), comparable features; trusted Indian brand Amul.",more_expensive,good
ab59829f-72ee-44af-98c9-75ee6edd6aae,a9116c17-3812-42f6-ae6e-e88cc9dd2ef2,bbdc6d2d-dc27-408d-bdb8-21519d508614,61,"Similar category (Household), comparable features; trusted Indian brand Bajaj.",cheaper,good
06df479c-9ab1-42a9-b54c-894825ce9a99,d59614ac-98f9-473e-bb59-b97759ca59a9,1b8363d0-d74d-4521-ba8a-606362547856,80,"Similar category (Food), comparable features; trusted Indian brand Amul.",more_expensive,good
aaff6ef5-5041-4c31-9c13-8dc8e52e621b,d59614ac-98f9-473e-bb59-b97759ca59a9,9b292365-d85e-4911-a148-857ebb29ebe1,82,"Similar category (Food), comparable features; trusted Indian brand Himalaya.",more_expensive,better
