id,barcode,name,brand,category,country_of_origin,is_indian,description,image_url,price,availability,where_to_buy,rating
7726a2b9-849a-42e0-b775-a817598b17a5,3017424982652,Tata Sandals,Tata,Footwear,India,True,Tata Sandals by Tata - quality footwear product made in India.,https://example.com/images/3017424982652.jpg,4960.09,online_only,"['Supermarket', 'Flipkart']",4.2
63082534-5c24-4860-9e39-93a6c71af92f,4490584409120,Micromax Green Tea,Micromax,Tea & Coffee,India,True,Micromax Green Tea by Micromax - quality tea & coffee product made in India.,https://example.com/images/4490584409120.jpg,144.18,online_only,"['Flipkart', 'Supermarket']",4.7
d843b53a-944a-4ebc-a50c-0b9d8fd81b1f,1724915898950,Haldiram Mixer Grinder,Haldiram,Electronics,India,True,Haldiram Mixer Grinder by Haldiram - quality electronics product made in India.,https://example.com/images/1724915898950.jpg,29004.78,out_of_stock,"['Official Website', 'Flipkart']",4.0
28047b2c-417b-4d52-b95f-f2812910448e,9623531247468,Godrej Chutney,Godrej,Food,India,True,Godrej Chutney by Godrej - quality food product made in India.,https://example.com/images/9623531247468.jpg,52.65,limited_availability,"['Nykaa', 'BigBasket']",3.9
dcbfd645-a506-4f40-acd6-0ab51b736335,9179694337567,Bourbon India Shaving Foam,Bourbon India,Personal Care,India,True,Bourbon India Shaving Foam by Bourbon India - quality personal care product made in India.,https://example.com/images/9179694337567.jpg,809.43,limited_availability,"['Official Website', 'Local Grocery']",4.7
87bd649a-8f51-4148-bca8-d8d72874eb60,6915797713259,Himalaya Handwash,Himalaya,Personal Care,India,True,Himalaya Handwash by Himalaya - quality personal care product made in India.,https://example.com/images/6915797713259.jpg,95.37,limited_availability,"['BigBasket', 'Nykaa']",3.4
f317c6c4-0838-401b-b260-8ebb1fa68612,4362736323263,Tata Kurta,Tata,Fashion,India,True,Tata Kurta by Tata - quality fashion product made in India.,https://example.com/images/4362736323263.jpg,781.0,out_of_stock,"['Nykaa', 'Snapdeal']",4.5
966f3e3b-90d9-4502-b9af-2cf83c854ac2,1304053331475,Vikram Pet Treats,Vikram,Pets,India,True,Vikram Pet Treats by Vikram - quality pets product made in India.,https://example.com/images/1304053331475.jpg,416.62,online_only,"['Myntra', 'Local Grocery']",3.6
39921305-8cc2-43f3-89f0-74e0f3f37d19,8483309456386,MDH Sports Shoes,MDH,Footwear,India,True,MDH Sports Shoes by MDH - quality footwear product made in India.,https://example.com/images/8483309456386.jpg,6279.69,limited_availability,"['Official Website', 'Nykaa']",3.5
2e7d604f-440e-4f83-9328-56ad827354ae,4387532121887,Tata Shampoo,Tata,Cosmetics,India,True,Tata Shampoo by Tata - quality cosmetics product made in India.,https://example.com/images/4387532121887.jpg,1197.57,online_only,"['Local Grocery', 'Pharmacy']",4.5
1b818193-9ba4-4130-95ee-345dce45b5e4,5980430292778,Tata Masala Chai,Tata,Tea & Coffee,India,True,Tata Masala Chai by Tata - quality tea & coffee product made in India.,https://example.com/images/5980430292778.jpg,1324.57,online_only,"['Supermarket', 'Local Grocery']",3.7
aaecf097-fabd-4b6d-b82a-7533b83a1d40,5823791943084,Micromax Pasta,Micromax,Food,India,True,Micromax Pasta by Micromax - quality food product made in India.,https://example.com/images/5823791943084.jpg,38.06,widely_available,"['Snapdeal', 'Supermarket']",4.4
a6c402cb-7db3-4cba-84cd-3e5d080c0009,1218496667539,Amul Pet Food,Amul,Pets,India,True,Amul Pet Food by Amul - quality pets product made in India.,https://example.com/images/1218496667539.jpg,2104.97,out_of_stock,"['Nykaa', 'Pharmacy']",3.7
c2a19447-a329-440c-b8b8-5ebf10c04a0c,8048321980643,Patanjali Handwash,Patanjali,Personal Care,India,True,Patanjali Handwash by Patanjali - quality personal care product made in India.,https://example.com/images/8048321980643.jpg,908.02,widely_available,"['BigBasket', 'Pharmacy']",4.6
ef69f406-e813-4678-8486-07d285ccb480,8321907531984,Micromax Chips,Micromax,Snacks,India,True,Micromax Chips by Micromax - quality snacks product made in India.,https://example.com/images/8321907531984.jpg,139.96,online_only,"['Snapdeal', 'Myntra']",3.9
c9253ad4-11bd-4472-8624-e4446dddd010,8546214723664,Patanjali Probiotic,Patanjali,Health & Supplements,India,True,Patanjali Probiotic by Patanjali - quality health & supplements product made in India.,https://example.com/images/8546214723664.jpg,1499.24,widely_available,"['Pharmacy', 'Flipkart']",4.9
473b88e1-2e84-45d5-8dad-48bcf171a0fb,2428765659538,ID Fresh Detergent Powder,ID Fresh,Cleaning,India,True,ID Fresh Detergent Powder by ID Fresh - quality cleaning product made in India.,https://example.com/images/2428765659538.jpg,249.96,online_only,"['Snapdeal', 'Flipkart']",3.3
4b5516a3-ad6b-4688-9058-4b35f0cf81db,6121619275561,Emami Feeding Bottle,Emami,Baby Care,India,True,Emami Feeding Bottle by Emami - quality baby care product made in India.,https://example.com/images/6121619275561.jpg,175.19,limited_availability,"['Supermarket', 'Nykaa']",3.1
bafd2a69-f296-47a9-8531-ffd6e86f2f44,4482933585277,Bajaj Shaving Foam,Bajaj,Personal Care,India,True,Bajaj Shaving Foam by Bajaj - quality personal care product made in India.,https://example.com/images/4482933585277.jpg,791.12,online_only,"['BigBasket', 'Supermarket']",4.7
c0b62da1-9af8-42f1-9348-94697967a94b,6410768139431,Himalaya Juice,Himalaya,Beverages,India,True,Himalaya Juice by Himalaya - quality beverages product made in India.,https://example.com/images/6410768139431.jpg,114.4,limited_availability,"['Nykaa', 'Flipkart']",3.9
6bd0f21a-d945-4d0e-aa12-82de49966475,8702997196045,Micromax Cookware Set,Micromax,Kitchen,India,True,Micromax Cookware Set by Micromax - quality kitchen product made in India.,https://example.com/images/8702997196045.jpg,703.32,widely_available,"['Myntra', 'Official Website']",4.2
55823c74-8487-4097-86a0-6378852c5cd8,1364860848852,Dabur Chips,Dabur,Snacks,India,True,Dabur Chips by Dabur - quality snacks product made in India.,https://example.com/images/1364860848852.jpg,224.91,limited_availability,"['Pharmacy', 'Amazon.in']",4.5
499f1489-1901-4a5c-b9a4-84967d664836,8780983985023,Britannia Leash,Britannia,Pets,India,True,Britannia Leash by Britannia - quality pets product made in India.,https://example.com/images/8780983985023.jpg,3305.42,online_only,"['Pharmacy', 'Myntra']",4.3
85fef30e-f7f3-4f43-a05c-3ba8d1287cc7,8182679800275,Vikram Chocolate Bar,Vikram,Snacks,India,True,Vikram Chocolate Bar by Vikram - quality snacks product made in India.,https://example.com/images/8182679800275.jpg,80.99,widely_available,"['BigBasket', 'Official Website']",3.8
6f8b0161-3b52-4f43-b624-3acc8297861f,1646607741360,Vikram Omega Capsules,Vikram,Health & Supplements,India,True,Vikram Omega Capsules by Vikram - quality health & supplements product made in India.,https://example.com/images/1646607741360.jpg,2144.85,limited_availability,"['Supermarket', 'Official Website']",3.2
95e0d5fc-b090-4731-8ce7-e7f68b34232f,9128408545773,Nyle Cushion Cover,Nyle,Home Decor,India,True,Nyle Cushion Cover by Nyle - quality home decor product made in India.,https://example.com/images/9128408545773.jpg,5684.46,online_only,"['Snapdeal', 'Official Website']",4.2
a71ae6d2-dee5-499b-aad0-75a06a73531c,5695273530516,Vikram Baby Diapers,Vikram,Baby Care,India,True,Vikram Baby Diapers by Vikram - quality baby care product made in India.,https://example.com/images/5695273530516.jpg,1523.46,limited_availability,"['Nykaa', 'Pharmacy']",3.2
17efb3b6-94bc-47af-b5e2-9004ee842572,2638134846457,Haldiram Conditioner,Haldiram,Cosmetics,India,True,Haldiram Conditioner by Haldiram - quality cosmetics product made in India.,https://example.com/images/2638134846457.jpg,878.7,widely_available,"['Nykaa', 'Flipkart']",4.3
9bfac02f-3cd9-4c81-b8b6-1c83f3c4f516,8306913721475,Amul Chew Toy,Amul,Pets,India,True,Amul Chew Toy by Amul - quality pets product made in India.,https://example.com/images/8306913721475.jpg,3019.88,out_of_stock,"['Local Grocery', 'Nykaa']",4.1
dd0124ba-9d0a-4332-ab7c-7606fa1a668b,3404663395981,Nyle Bleach,Nyle,Cleaning,India,True,Nyle Bleach by Nyle - quality cleaning product made in India.,https://example.com/images/3404663395981.jpg,1172.56,limited_availability,"['Myntra', 'Official Website']",4.9
fef673c6-8ff5-4ed9-be5f-72eb48c14229,8856133396834,Bourbon India Toothpaste,Bourbon India,Personal Care,India,True,Bourbon India Toothpaste by Bourbon India - quality personal care product made in India.,https://example.com/images/8856133396834.jpg,990.21,limited_availability,"['Official Website', 'Snapdeal']",4.5
9f82297c-476e-4b07-921a-bc46d701b775,4319449663319,Nyle Baby Lotion,Nyle,Baby Care,India,True,Nyle Baby Lotion by Nyle - quality baby care product made in India.,https://example.com/images/4319449663319.jpg,2649.82,online_only,"['Pharmacy', 'Myntra']",3.5
fe5d06c1-058c-44b3-9e66-5ebb7c878d20,9322550136625,Emami Energy Drink,Emami,Beverages,India,True,Emami Energy Drink by Emami - quality beverages product made in India.,https://example.com/images/9322550136625.jpg,132.25,out_of_stock,"['Myntra', 'BigBasket']",4.0
975ad48b-a84c-4a80-a8d6-ec1eda0527e5,8747455451376,Patanjali Fold Phone,Patanjali,Mobile Phones,India,True,Patanjali Fold Phone by Patanjali - quality mobile phones product made in India.,https://example.com/images/8747455451376.jpg,14820.16,out_of_stock,"['Amazon.in', 'BigBasket']",3.8
301e2c72-bdc2-4042-a795-3702fb4dc071,6953962936432,Amul Chocolate Bar,Amul,Snacks,India,True,Amul Chocolate Bar by Amul - quality snacks product made in India.,https://example.com/images/6953962936432.jpg,143.62,out_of_stock,"['Flipkart', 'Official Website']",4.7
dda9e26d-639e-4134-b638-fb7a45098ce3,1633683838605,MTR Foods Cookware Set,MTR Foods,Kitchen,India,True,MTR Foods Cookware Set by MTR Foods - quality kitchen product made in India.,https://example.com/images/1633683838605.jpg,4497.35,online_only,"['Supermarket', 'Local Grocery']",4.5
2a565f7f-dd69-4100-b2a3-2b7cc220a24f,3926778313442,Emami LED TV,Emami,Electronics,India,True,Emami LED TV by Emami - quality electronics product made in India.,https://example.com/images/3926778313442.jpg,56627.19,widely_available,"['Amazon.in', 'Official Website']",4.6
06a19e42-9909-4675-b72a-64a3af92b21a,3561650294087,Micromax Formal Shoes,Micromax,Footwear,India,True,Micromax Formal Shoes by Micromax - quality footwear product made in India.,https://example.com/images/3561650294087.jpg,1742.51,out_of_stock,"['Pharmacy', 'BigBasket']",3.3
b1e6f864-3653-44c0-bf13-f4b90442a203,9754177705335,Himalaya Bun,Himalaya,Bakery,India,True,Himalaya Bun by Himalaya - quality bakery product made in India.,https://example.com/images/9754177705335.jpg,412.34,online_only,"['Local Grocery', 'Nykaa']",4.3
1a51c259-edec-490c-b469-435fa094ec22,3781191461650,Patanjali Toothpaste,Patanjali,Personal Care,India,True,Patanjali Toothpaste by Patanjali - quality personal care product made in India.,https://example.com/images/3781191461650.jpg,174.63,limited_availability,"['Pharmacy', 'Supermarket']",4.3
a5962950-272a-4e74-a9b7-8a10fcb3c952,6316505097882,Emami Handwash,Emami,Personal Care,India,True,Emami Handwash by Emami - quality personal care product made in India.,https://example.com/images/6316505097882.jpg,394.63,out_of_stock,"['Nykaa', 'Flipkart']",3.5
7e17d008-e19e-44fe-990d-2addbc2d2387,6195618841656,MDH Flip Flops,MDH,Footwear,India,True,MDH Flip Flops by MDH - quality footwear product made in India.,https://example.com/images/6195618841656.jpg,402.3,out_of_stock,"['Supermarket', 'Amazon.in']",4.1
da59fe9e-2400-4ac2-9cf1-86e76fbc43d1,6037579746851,Patanjali Bun,Patanjali,Bakery,India,True,Patanjali Bun by Patanjali - quality bakery product made in India.,https://example.com/images/6037579746851.jpg,353.12,online_only,"['Pharmacy', 'Official Website']",3.4
d1b9a548-4f77-4539-9169-237e46ced874,3408782316273,ID Fresh Muffin,ID Fresh,Bakery,India,True,ID Fresh Muffin by ID Fresh - quality bakery product made in India.,https://example.com/images/3408782316273.jpg,289.4,widely_available,"['Supermarket', 'Nykaa']",3.1
99720265-ea41-4b94-8f98-63d53c9947e8,6192227315290,Khadims Smartphone,Khadims,Mobile Phones,India,True,Khadims Smartphone by Khadims - quality mobile phones product made in India.,https://example.com/images/6192227315290.jpg,38315.43,out_of_stock,"['BigBasket', 'Local Grocery']",3.3
